,Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
431,Goa, 28-02-2019, M,7.08,475535.0,40.47
432,Goa, 31-03-2019, M,8.87,463645.0,40.19
433,Goa, 30-04-2019, M,9.3,509668.0,44.34
434,Goa, 31-05-2019, M,2.82,444196.0,36.03
435,Goa, 30-06-2019, M,10.66,474485.0,41.81
436,Goa, 31-07-2019, M,11.8,447804.0,39.93
437,Goa, 31-08-2019, M,3.67,426879.0,34.81
438,Goa, 30-09-2019, M,3.53,458583.0,37.3
439,Goa, 31-10-2019, M,10.44,467704.0,40.93
440,Goa, 30-11-2019, M,24.66,431101.0,44.8
441,Goa, 31-12-2019, M,11.8,465309.0,41.26
442,Goa, 31-01-2020, M,8.89,416750.0,35.73
443,Goa, 29-02-2020, M,2.81,478068.0,38.38
444,Goa, 31-03-2020, M,5.25,411761.0,33.88
445,Goa, 30-04-2020, M,13.31,500614.0,44.97
446,Goa, 31-05-2020, M,21.25,378244.0,37.36
447,Goa, 30-06-2020, M,9.96,489111.0,42.21
448,Goa, 31-07-2020, M,17.07,458876.0,42.94
449,Goa, 31-08-2020, M,16.21,473016.0,43.76
450,Goa, 30-09-2020, M,15.38,425004.0,38.89
451,Goa, 31-10-2020, M,10.95,388583.0,33.75
452,Goa, 30-11-2020, M,15.88,376472.0,34.58
453,Goa, 31-12-2020, M,13.2,439150.0,39.05
454,Goa, 31-01-2021, M,16.01,424096.0,38.93
455,Goa, 28-02-2021, M,20.58,438421.0,42.51
456,Goa, 31-03-2021, M,22.08,393170.0,38.81
457,Goa, 30-04-2021, M,25.73,366499.0,37.92
458,Goa, 31-05-2021, M,20.49,450287.0,43.47
459,Goa, 30-06-2021, M,17.89,405565.0,37.87
460,Goa, 31-07-2021, M,21.71,398314.0,38.96
461,Goa, 31-08-2021, M,12.61,459677.0,40.24
462,Goa, 30-09-2021, M,7.44,413634.0,34.15
463,Goa, 31-10-2021, M,12.03,420856.0,36.51
464,Goa, 30-11-2021, M,12.65,413392.0,36.08
465,Goa, 31-12-2021, M,11.99,392368.0,33.95
466,Goa, 31-01-2022, M,11.58,399352.0,34.36
467,Goa, 28-02-2022, M,12.04,376336.0,32.51
468,Goa, 31-03-2022, M,12.74,422073.0,36.71
469,Goa, 30-04-2022, M,15.49,435354.0,39.06
470,Goa, 31-05-2022, M,13.42,374329.0,32.74
471,Goa, 30-06-2022, M,5.45,425535.0,34.05
472,Goa, 31-07-2022, M,13.7,373464.0,32.7
473,Gujarat, 31-01-2016, M,3.44,21488124.0,46.35
474,Gujarat, 29-02-2016, M,4.12,21120270.0,45.8
475,Gujarat, 31-03-2016, M,4.07,21774339.0,47.1
476,Gujarat, 30-04-2016, M,3.3,22470289.0,48.13
477,Gujarat, 31-05-2016, M,2.63,23071104.0,48.98
478,Gujarat, 30-06-2016, M,2.92,21713869.0,46.15
479,Gujarat, 31-07-2016, M,2.68,22310023.0,47.21
480,Gujarat, 31-08-2016, M,1.38,21965447.0,45.78
481,Gujarat, 30-09-2016, M,2.0,22685230.0,47.48
482,Gujarat, 31-10-2016, M,1.28,22966016.0,47.63
483,Gujarat, 30-11-2016, M,2.2,22639797.0,47.3
484,Gujarat, 31-12-2016, M,5.04,21905325.0,47.04
485,Gujarat, 31-01-2017, M,1.98,22728175.0,47.19
486,Gujarat, 28-02-2017, M,1.33,22336849.0,45.99
487,Gujarat, 31-03-2017, M,4.28,21651839.0,45.87
488,Gujarat, 30-04-2017, M,3.66,21957451.0,46.13
489,Gujarat, 31-05-2017, M,1.95,21823962.0,44.96
490,Gujarat, 30-06-2017, M,2.86,22108034.0,45.89
491,Gujarat, 31-07-2017, M,3.55,21408478.0,44.66
492,Gujarat, 31-08-2017, M,2.57,22329321.0,46.02
493,Gujarat, 30-09-2017, M,3.87,21125763.0,44.05
494,Gujarat, 31-10-2017, M,5.4,21666730.0,45.82
495,Gujarat, 30-11-2017, M,2.8,22428715.0,46.08
496,Gujarat, 31-12-2017, M,1.36,22667259.0,45.79
497,Gujarat, 31-01-2018, M,2.93,21445588.0,43.94
498,Gujarat, 28-02-2018, M,9.53,21756349.0,47.74
499,Gujarat, 31-03-2018, M,4.73,22601847.0,47.01
500,Gujarat, 30-04-2018, M,4.98,22884860.0,47.63
501,Gujarat, 31-05-2018, M,5.06,20769407.0,43.18
502,Gujarat, 30-06-2018, M,6.47,21502364.0,45.29
503,Gujarat, 31-07-2018, M,4.54,22738160.0,46.83
504,Gujarat, 31-08-2018, M,3.58,23304754.0,47.43
505,Gujarat, 30-09-2018, M,4.34,22015881.0,45.08
506,Gujarat, 31-10-2018, M,7.4,22389433.0,47.26
507,Gujarat, 30-11-2018, M,5.09,23778766.0,48.88
508,Gujarat, 31-12-2018, M,3.66,23705055.0,47.91
509,Gujarat, 31-01-2019, M,5.8,23754560.0,49.0
510,Gujarat, 28-02-2019, M,5.54,23789056.0,48.86
511,Gujarat, 31-03-2019, M,4.53,24364847.0,49.41
512,Gujarat, 30-04-2019, M,3.0,24177961.0,48.16
513,Gujarat, 31-05-2019, M,3.38,23641286.0,47.19
514,Gujarat, 30-06-2019, M,5.45,23344240.0,47.52
515,Gujarat, 31-07-2019, M,4.81,24155108.0,48.75
516,Gujarat, 31-08-2019, M,3.92,23735498.0,47.36
517,Gujarat, 30-09-2019, M,6.15,22889629.0,46.67
518,Gujarat, 31-10-2019, M,5.15,24302741.0,48.93
519,Gujarat, 30-11-2019, M,5.86,24383939.0,49.37
520,Gujarat, 31-12-2019, M,4.42,24050638.0,47.87
521,Gujarat, 31-01-2020, M,5.54,24126346.0,48.49
522,Gujarat, 29-02-2020, M,6.38,24757795.0,50.11
523,Gujarat, 31-03-2020, M,6.66,23566641.0,47.75
524,Gujarat, 30-04-2020, M,18.71,15288878.0,35.5
525,Gujarat, 31-05-2020, M,12.11,17836936.0,38.23
526,Gujarat, 30-06-2020, M,3.2,23657055.0,45.96
527,Gujarat, 31-07-2020, M,1.84,24276120.0,46.41
528,Gujarat, 31-08-2020, M,1.87,22817232.0,43.55
529,Gujarat, 30-09-2020, M,3.41,24978668.0,48.34
530,Gujarat, 31-10-2020, M,4.03,25970259.0,50.49
531,Gujarat, 30-11-2020, M,3.86,24161076.0,46.79
532,Gujarat, 31-12-2020, M,3.05,21483898.0,41.18
533,Gujarat, 31-01-2021, M,3.19,24009720.0,46.0
534,Gujarat, 28-02-2021, M,3.17,24070070.0,46.02
535,Gujarat, 31-03-2021, M,2.16,24357415.0,46.0
536,Gujarat, 30-04-2021, M,1.77,24320086.0,45.66
537,Gujarat, 31-05-2021, M,2.34,24179141.0,45.57
538,Gujarat, 30-06-2021, M,1.79,24842134.0,46.46
539,Gujarat, 31-07-2021, M,1.82,25227354.0,47.1
540,Gujarat, 31-08-2021, M,1.61,23838107.0,44.33
541,Gujarat, 30-09-2021, M,1.29,25252205.0,46.71
542,Gujarat, 31-10-2021, M,2.39,25890884.0,48.34
543,Gujarat, 30-11-2021, M,1.45,25500373.0,47.06
544,Gujarat, 31-12-2021, M,1.63,24770121.0,45.71
545,Gujarat, 31-01-2022, M,1.17,25174157.0,46.15
546,Gujarat, 28-02-2022, M,2.47,26662328.0,49.44
547,Gujarat, 31-03-2022, M,1.8,25308074.0,46.51
548,Gujarat, 30-04-2022, M,1.55,25492174.0,46.64
549,Gujarat, 31-05-2022, M,2.1,25400738.0,46.64
550,Gujarat, 30-06-2022, M,3.01,25247094.0,46.7
551,Gujarat, 31-07-2022, M,2.24,25906215.0,47.45
552,Haryana, 31-01-2016, M,14.82,7990833.0,46.62
553,Haryana, 29-02-2016, M,11.83,7984203.0,44.91
554,Haryana, 31-03-2016, M,10.4,8061205.0,44.53
555,Haryana, 30-04-2016, M,13.57,7932826.0,45.33
556,Haryana, 31-05-2016, M,10.78,8213227.0,45.36
557,Haryana, 30-06-2016, M,11.67,7666571.0,42.68
558,Haryana, 31-07-2016, M,9.54,7652062.0,41.51
559,Haryana, 31-08-2016, M,14.5,7907110.0,45.29
560,Haryana, 30-09-2016, M,6.67,8100227.0,42.41
561,Haryana, 31-10-2016, M,9.77,7837746.0,42.35
562,Haryana, 30-11-2016, M,7.22,7818449.0,41.0
563,Haryana, 31-12-2016, M,15.38,7361348.0,42.24
564,Haryana, 31-01-2017, M,7.23,7809719.0,40.79
565,Haryana, 28-02-2017, M,8.11,7801926.0,41.06
566,Haryana, 31-03-2017, M,3.41,7360173.0,36.77
567,Haryana, 30-04-2017, M,2.04,7179748.0,35.29
568,Haryana, 31-05-2017, M,2.71,7574585.0,37.41
569,Haryana, 30-06-2017, M,4.2,7714861.0,38.61
570,Haryana, 31-07-2017, M,5.51,7325990.0,37.1
571,Haryana, 31-08-2017, M,1.76,7373641.0,35.84
572,Haryana, 30-09-2017, M,12.3,7950912.0,43.2
573,Haryana, 31-10-2017, M,14.32,7838315.0,43.49
574,Haryana, 30-11-2017, M,13.96,7482687.0,41.26
575,Haryana, 31-12-2017, M,19.57,7430980.0,43.74
576,Haryana, 31-01-2018, M,13.21,7813868.0,42.53
577,Haryana, 28-02-2018, M,15.52,7650882.0,42.7
578,Haryana, 31-03-2018, M,12.76,7369184.0,39.74
579,Haryana, 30-04-2018, M,21.41,7269591.0,43.43
580,Haryana, 31-05-2018, M,15.21,7615814.0,42.08
581,Haryana, 30-06-2018, M,16.67,7656500.0,42.96
582,Haryana, 31-07-2018, M,14.93,7383964.0,40.49
583,Haryana, 31-08-2018, M,23.14,7337554.0,44.44
584,Haryana, 30-09-2018, M,17.21,7722620.0,43.33
585,Haryana, 31-10-2018, M,18.7,7774535.0,44.33
586,Haryana, 30-11-2018, M,18.97,7185680.0,41.02
587,Haryana, 31-12-2018, M,24.51,7237817.0,44.26
588,Haryana, 31-01-2019, M,17.89,7695203.0,43.17
589,Haryana, 28-02-2019, M,21.29,7579380.0,44.27
590,Haryana, 31-03-2019, M,18.99,7112728.0,40.27
591,Haryana, 30-04-2019, M,26.39,7120484.0,44.28
592,Haryana, 31-05-2019, M,18.27,7942782.0,44.39
593,Haryana, 30-06-2019, M,22.1,7590368.0,44.41
594,Haryana, 31-07-2019, M,19.53,7232533.0,40.88
595,Haryana, 31-08-2019, M,28.68,7081312.0,45.06
596,Haryana, 30-09-2019, M,20.19,7815959.0,44.35
597,Haryana, 31-10-2019, M,23.04,7620290.0,44.75
598,Haryana, 30-11-2019, M,20.36,7280003.0,41.23
599,Haryana, 31-12-2019, M,27.56,7152316.0,44.43
600,Haryana, 31-01-2020, M,20.34,7693231.0,43.36
601,Haryana, 29-02-2020, M,25.77,7322942.0,44.21
602,Haryana, 31-03-2020, M,25.05,6641555.0,39.63
603,Haryana, 30-04-2020, M,43.22,5647630.0,44.38
604,Haryana, 31-05-2020, M,29.02,6437868.0,40.39
605,Haryana, 30-06-2020, M,26.7,6951934.0,42.14
606,Haryana, 31-07-2020, M,24.18,6800652.0,39.77
607,Haryana, 31-08-2020, M,33.5,7113788.0,47.32
608,Haryana, 30-09-2020, M,19.33,7190435.0,39.35
609,Haryana, 31-10-2020, M,27.32,6686733.0,40.53
610,Haryana, 30-11-2020, M,25.61,7054038.0,41.68
611,Haryana, 31-12-2020, M,32.49,6723049.0,43.69
612,Haryana, 31-01-2021, M,17.65,7510342.0,39.92
613,Haryana, 28-02-2021, M,26.31,6808544.0,40.36
614,Haryana, 31-03-2021, M,27.58,7255469.0,43.67
615,Haryana, 30-04-2021, M,35.13,6860556.0,46.0
616,Haryana, 31-05-2021, M,28.73,6425654.0,39.13
617,Haryana, 30-06-2021, M,27.84,6772377.0,40.65
618,Haryana, 31-07-2021, M,28.08,6997825.0,42.05
619,Haryana, 31-08-2021, M,35.7,6933829.0,46.51
620,Haryana, 30-09-2021, M,21.13,7360554.0,40.16
621,Haryana, 31-10-2021, M,30.69,6828800.0,42.31
622,Haryana, 30-11-2021, M,29.2,7024063.0,42.51
623,Haryana, 31-12-2021, M,34.07,7149677.0,46.37
624,Haryana, 31-01-2022, M,23.36,7408951.0,41.25
625,Haryana, 28-02-2022, M,30.94,6895203.0,42.52
626,Haryana, 31-03-2022, M,26.5,7009253.0,40.52
627,Haryana, 30-04-2022, M,34.48,7122831.0,46.1
628,Haryana, 31-05-2022, M,24.6,7351377.0,41.25
629,Haryana, 30-06-2022, M,30.59,6785147.0,41.27
630,Haryana, 31-07-2022, M,26.94,7055745.0,40.69
631,Himachal Pradesh, 31-01-2016, M,3.16,2252583.0,41.6
632,Himachal Pradesh, 29-02-2016, M,3.32,2220379.0,41.01
633,Himachal Pradesh, 31-03-2016, M,5.54,2335451.0,44.08
634,Himachal Pradesh, 30-04-2016, M,4.24,1982465.0,36.85
635,Himachal Pradesh, 31-05-2016, M,4.11,2279919.0,42.25
636,Himachal Pradesh, 30-06-2016, M,1.38,2270199.0,40.84
637,Himachal Pradesh, 31-07-2016, M,9.83,2254133.0,44.28
638,Himachal Pradesh, 31-08-2016, M,4.32,2083962.0,38.51
639,Himachal Pradesh, 30-09-2016, M,1.84,2313262.0,41.6
640,Himachal Pradesh, 31-10-2016, M,0.92,2266757.0,40.32
641,Himachal Pradesh, 30-11-2016, M,4.17,2328150.0,42.75
642,Himachal Pradesh, 31-12-2016, M,1.74,2285976.0,40.87
643,Himachal Pradesh, 31-01-2017, M,1.72,2366775.0,42.24
644,Himachal Pradesh, 28-02-2017, M,2.66,2325936.0,41.84
645,Himachal Pradesh, 31-03-2017, M,3.28,2462377.0,44.51
646,Himachal Pradesh, 30-04-2017, M,0.49,2293658.0,40.23
647,Himachal Pradesh, 31-05-2017, M,1.85,2360892.0,41.92
648,Himachal Pradesh, 30-06-2017, M,1.55,2324493.0,41.08
649,Himachal Pradesh, 31-07-2017, M,2.89,2256791.0,40.37
650,Himachal Pradesh, 31-08-2017, M,1.24,2325795.0,40.84
651,Himachal Pradesh, 30-09-2017, M,4.5,2363416.0,42.85
652,Himachal Pradesh, 31-10-2017, M,5.37,2270250.0,41.47
653,Himachal Pradesh, 30-11-2017, M,14.53,2366020.0,47.77
654,Himachal Pradesh, 31-12-2017, M,12.13,2347641.0,46.03
655,Himachal Pradesh, 31-01-2018, M,11.8,2277679.0,44.42
656,Himachal Pradesh, 28-02-2018, M,9.64,2179385.0,41.42
657,Himachal Pradesh, 31-03-2018, M,15.32,2241281.0,45.38
658,Himachal Pradesh, 30-04-2018, M,17.49,2267885.0,47.05
659,Himachal Pradesh, 31-05-2018, M,13.16,2280143.0,44.88
660,Himachal Pradesh, 30-06-2018, M,11.79,2181723.0,42.2
661,Himachal Pradesh, 31-07-2018, M,17.8,2189794.0,45.38
662,Himachal Pradesh, 31-08-2018, M,17.33,2242645.0,46.14
663,Himachal Pradesh, 30-09-2018, M,14.01,2334024.0,46.09
664,Himachal Pradesh, 31-10-2018, M,13.11,2216312.0,43.24
665,Himachal Pradesh, 30-11-2018, M,19.09,2327363.0,48.68
666,Himachal Pradesh, 31-12-2018, M,18.82,2243346.0,46.69
667,Himachal Pradesh, 31-01-2019, M,13.89,2298753.0,45.03
668,Himachal Pradesh, 28-02-2019, M,13.82,2226496.0,43.51
669,Himachal Pradesh, 31-03-2019, M,18.79,2183648.0,45.22
670,Himachal Pradesh, 30-04-2019, M,19.64,2216624.0,46.31
671,Himachal Pradesh, 31-05-2019, M,13.38,2291429.0,44.34
672,Himachal Pradesh, 30-06-2019, M,12.63,2194657.0,42.03
673,Himachal Pradesh, 31-07-2019, M,20.69,2152718.0,45.35
674,Himachal Pradesh, 31-08-2019, M,19.24,2205562.0,45.55
675,Himachal Pradesh, 30-09-2019, M,15.57,2287014.0,45.11
676,Himachal Pradesh, 31-10-2019, M,16.74,2179279.0,43.51
677,Himachal Pradesh, 30-11-2019, M,23.34,2257438.0,48.87
678,Himachal Pradesh, 31-12-2019, M,20.16,2164186.0,44.91
679,Himachal Pradesh, 31-01-2020, M,16.83,2287632.0,45.5
680,Himachal Pradesh, 29-02-2020, M,16.84,2180268.0,43.3
681,Himachal Pradesh, 31-03-2020, M,18.76,2021858.0,41.04
682,Himachal Pradesh, 30-04-2020, M,2.2,1131128.0,19.04
683,Himachal Pradesh, 31-05-2020, M,26.95,1897639.0,42.7
684,Himachal Pradesh, 30-06-2020, M,13.47,2199683.0,41.72
685,Himachal Pradesh, 31-07-2020, M,24.31,2229456.0,48.25
686,Himachal Pradesh, 31-08-2020, M,15.79,2029740.0,39.42
687,Himachal Pradesh, 30-09-2020, M,11.41,2240699.0,41.3
688,Himachal Pradesh, 31-10-2020, M,13.46,2123965.0,40.01
689,Himachal Pradesh, 30-11-2020, M,15.86,1968783.0,38.08
690,Himachal Pradesh, 31-12-2020, M,7.86,2174653.0,38.35
691,Himachal Pradesh, 31-01-2021, M,11.55,2248174.0,41.23
692,Himachal Pradesh, 28-02-2021, M,15.57,2075852.0,39.83
693,Himachal Pradesh, 31-03-2021, M,14.24,1927818.0,36.35
694,Himachal Pradesh, 30-04-2021, M,11.06,2000101.0,36.31
695,Himachal Pradesh, 31-05-2021, M,7.72,2226706.0,38.89
696,Himachal Pradesh, 30-06-2021, M,16.89,1952465.0,37.8
697,Himachal Pradesh, 31-07-2021, M,14.98,2025194.0,38.27
698,Himachal Pradesh, 31-08-2021, M,3.74,2095797.0,34.92
699,Himachal Pradesh, 30-09-2021, M,8.68,1939804.0,34.01
700,Himachal Pradesh, 31-10-2021, M,14.05,1907142.0,35.47
701,Himachal Pradesh, 30-11-2021, M,13.78,1881626.0,34.83
702,Himachal Pradesh, 31-12-2021, M,9.37,1957488.0,34.42
703,Himachal Pradesh, 31-01-2022, M,13.81,1822901.0,33.65
704,Himachal Pradesh, 28-02-2022, M,11.79,1794606.0,32.32
705,Himachal Pradesh, 31-03-2022, M,11.69,1711147.0,30.73
706,Himachal Pradesh, 30-04-2022, M,0.22,1908765.0,30.29
707,Himachal Pradesh, 31-05-2022, M,9.58,2022323.0,35.35
708,Himachal Pradesh, 30-06-2022, M,10.3,1909888.0,33.6
709,Himachal Pradesh, 31-07-2022, M,6.32,2609172.0,43.88
710,Jammu & Kashmir, 31-01-2016, M,12.31,3377251.0,41.1
711,Jammu & Kashmir, 29-02-2016, M,17.97,3197946.0,41.52
712,Jammu & Kashmir, 31-03-2016, M,13.8,3393838.0,41.84
713,Jammu & Kashmir, 30-04-2016, M,10.49,3720119.0,44.08
714,Jammu & Kashmir, 31-05-2016, M,22.02,3330402.0,45.2
715,Jammu & Kashmir, 30-06-2016, M,21.3,3301976.0,44.31
716,Jammu & Kashmir, 31-07-2016, M,18.23,3307119.0,42.62
717,Jammu & Kashmir, 31-08-2016, M,24.04,3773961.0,52.25
718,Jammu & Kashmir, 30-09-2016, M,25.31,3249418.0,45.65
719,Jammu & Kashmir, 31-10-2016, M,26.32,2966999.0,42.17
720,Jammu & Kashmir, 30-11-2016, M,29.92,3181288.0,47.44
721,Jammu & Kashmir, 31-12-2016, M,21.34,3865037.0,51.24
722,Jammu & Kashmir, 31-01-2017, M,21.7,3225601.0,42.86
723,Jammu & Kashmir, 28-02-2017, M,9.46,3335125.0,38.26
724,Jammu & Kashmir, 31-03-2017, M,17.69,3563228.0,44.86
725,Jammu & Kashmir, 30-04-2017, M,17.05,3770892.0,47.01
726,Jammu & Kashmir, 31-05-2017, M,10.16,3181602.0,36.55
727,Jammu & Kashmir, 30-06-2017, M,11.86,3503726.0,40.94
728,Jammu & Kashmir, 31-07-2017, M,7.57,3208853.0,35.67
729,Jammu & Kashmir, 31-08-2017, M,7.33,3773189.0,41.75
730,Jammu & Kashmir, 30-09-2017, M,12.56,3548680.0,41.53
731,Jammu & Kashmir, 31-10-2017, M,12.8,3565494.0,41.75
732,Jammu & Kashmir, 30-11-2017, M,12.93,3598156.0,42.11
733,Jammu & Kashmir, 31-12-2017, M,13.96,3730554.0,44.08
734,Jammu & Kashmir, 31-01-2018, M,9.97,3583828.0,40.39
735,Jammu & Kashmir, 28-02-2018, M,15.13,3421905.0,40.83
736,Jammu & Kashmir, 31-03-2018, M,14.0,3645677.0,42.83
737,Jammu & Kashmir, 30-04-2018, M,10.7,3795073.0,42.85
738,Jammu & Kashmir, 31-05-2018, M,9.67,3637496.0,40.52
739,Jammu & Kashmir, 30-06-2018, M,13.16,3412005.0,39.45
740,Jammu & Kashmir, 31-07-2018, M,10.04,3627060.0,40.4
741,Jammu & Kashmir, 31-08-2018, M,7.95,3762614.0,40.87
742,Jammu & Kashmir, 30-09-2018, M,13.21,3551156.0,40.82
743,Jammu & Kashmir, 31-10-2018, M,14.58,3277483.0,38.2
744,Jammu & Kashmir, 30-11-2018, M,11.15,3529595.0,39.47
745,Jammu & Kashmir, 31-12-2018, M,9.08,3675581.0,40.08
746,Jammu & Kashmir, 31-01-2019, M,17.1,3596568.0,42.92
747,Jammu & Kashmir, 28-02-2019, M,15.23,3482740.0,40.56
748,Jammu & Kashmir, 31-03-2019, M,15.15,3711176.0,43.09
749,Jammu & Kashmir, 30-04-2019, M,10.62,3894195.0,42.84
750,Jammu & Kashmir, 31-05-2019, M,16.26,3625325.0,42.47
751,Jammu & Kashmir, 30-06-2019, M,14.74,3563557.0,40.92
752,Jammu & Kashmir, 31-07-2019, M,16.34,3733085.0,43.59
753,Jammu & Kashmir, 31-08-2019, M,22.45,3411463.0,42.88
754,Jammu & Kashmir, 30-09-2019, M,19.87,3365012.0,40.85
755,Jammu & Kashmir, 31-10-2019, M,20.73,3506707.0,42.94
756,Jammu & Kashmir, 30-11-2019, M,14.58,3642517.0,41.31
757,Jammu & Kashmir, 31-12-2019, M,12.48,4574768.0,50.52
758,Jammu & Kashmir, 31-01-2020, M,21.08,3453025.0,42.2
759,Jammu & Kashmir, 29-02-2020, M,20.78,3223513.0,39.17
760,Jammu & Kashmir, 31-03-2020, M,15.5,3359107.0,38.18
761,Jammu & Kashmir, 31-05-2020, M,18.74,3246493.0,38.21
762,Jammu & Kashmir, 30-06-2020, M,17.92,3202336.0,37.24
763,Jammu & Kashmir, 31-07-2020, M,10.88,3558889.0,38.03
764,Jammu & Kashmir, 31-08-2020, M,11.09,3429950.0,36.66
765,Jammu & Kashmir, 30-09-2020, M,16.17,3210281.0,36.31
766,Jammu & Kashmir, 31-10-2020, M,16.14,3106691.0,35.05
767,Jammu & Kashmir, 30-11-2020, M,8.55,3105513.0,32.07
768,Jammu & Kashmir, 31-12-2020, M,16.61,3333288.0,37.67
769,Jammu & Kashmir, 31-01-2021, M,21.9,3308895.0,39.83
770,Jammu & Kashmir, 28-02-2021, M,14.21,3075564.0,33.64
771,Jammu & Kashmir, 31-03-2021, M,9.53,2994081.0,30.99
772,Jammu & Kashmir, 30-04-2021, M,11.45,3578310.0,37.76
773,Jammu & Kashmir, 31-05-2021, M,11.92,3494510.0,36.99
774,Jammu & Kashmir, 30-06-2021, M,10.57,3273797.0,34.06
775,Jammu & Kashmir, 31-07-2021, M,15.4,3383418.0,37.13
776,Jammu & Kashmir, 31-08-2021, M,13.57,3518412.0,37.72
777,Jammu & Kashmir, 30-09-2021, M,21.45,3335458.0,39.25
778,Jammu & Kashmir, 31-10-2021, M,22.2,3185277.0,37.77
779,Jammu & Kashmir, 30-11-2021, M,21.17,3480110.0,40.64
780,Jammu & Kashmir, 31-12-2021, M,15.03,3759129.0,40.64
781,Jammu & Kashmir, 31-01-2022, M,15.19,3344297.0,36.14
782,Jammu & Kashmir, 28-02-2022, M,13.17,3282942.0,34.59
783,Jammu & Kashmir, 31-03-2022, M,25.01,3358617.0,40.88
784,Jammu & Kashmir, 30-04-2022, M,15.64,3420154.0,36.93
785,Jammu & Kashmir, 31-05-2022, M,18.3,3347152.0,37.24
786,Jammu & Kashmir, 30-06-2022, M,17.23,3320692.0,36.39
787,Jammu & Kashmir, 31-07-2022, M,20.22,3226431.0,36.6
788,Jharkhand, 31-01-2016, M,13.05,8064211.0,38.75
789,Jharkhand, 29-02-2016, M,11.13,9382717.0,44.02
790,Jharkhand, 31-03-2016, M,8.97,8987924.0,41.07
791,Jharkhand, 30-04-2016, M,7.97,10355816.0,46.71
792,Jharkhand, 31-05-2016, M,11.16,8368601.0,39.01
793,Jharkhand, 30-06-2016, M,9.64,9580041.0,43.82
794,Jharkhand, 31-07-2016, M,6.08,9417859.0,41.35
795,Jharkhand, 31-08-2016, M,9.35,10026004.0,45.51
796,Jharkhand, 30-09-2016, M,6.58,9460358.0,41.58
797,Jharkhand, 31-10-2016, M,3.8,9748705.0,41.51
798,Jharkhand, 30-11-2016, M,3.69,9700161.0,41.17
799,Jharkhand, 31-12-2016, M,1.88,10190898.0,42.36
800,Jharkhand, 31-01-2017, M,3.5,9499090.0,40.06
801,Jharkhand, 28-02-2017, M,2.98,9614157.0,40.25
802,Jharkhand, 31-03-2017, M,1.66,9504776.0,39.17
803,Jharkhand, 30-04-2017, M,1.58,9908475.0,40.71
804,Jharkhand, 31-05-2017, M,2.41,9573732.0,39.58
805,Jharkhand, 30-06-2017, M,4.34,9788865.0,41.2
806,Jharkhand, 31-07-2017, M,1.58,9133860.0,37.28
807,Jharkhand, 31-08-2017, M,3.26,9650850.0,39.99
808,Jharkhand, 30-09-2017, M,8.51,9575924.0,41.86
809,Jharkhand, 31-10-2017, M,8.24,9721064.0,42.28
810,Jharkhand, 30-11-2017, M,7.06,9193133.0,39.39
811,Jharkhand, 31-12-2017, M,8.35,9572381.0,41.5
812,Jharkhand, 31-01-2018, M,6.42,9545848.0,40.44
813,Jharkhand, 28-02-2018, M,6.97,9813756.0,41.74
814,Jharkhand, 31-03-2018, M,7.82,9309075.0,39.87
815,Jharkhand, 30-04-2018, M,10.73,9270173.0,40.91
816,Jharkhand, 31-05-2018, M,9.52,9546415.0,41.47
817,Jharkhand, 30-06-2018, M,7.98,9648983.0,41.13
818,Jharkhand, 31-07-2018, M,10.62,9319492.0,40.8
819,Jharkhand, 31-08-2018, M,9.6,9368066.0,40.46
820,Jharkhand, 30-09-2018, M,8.5,9542917.0,40.63
821,Jharkhand, 31-10-2018, M,7.79,9872147.0,41.62
822,Jharkhand, 30-11-2018, M,10.41,9276203.0,40.17
823,Jharkhand, 31-12-2018, M,11.56,9318697.0,40.78
824,Jharkhand, 31-01-2019, M,9.05,9492973.0,40.31
825,Jharkhand, 28-02-2019, M,6.88,9992862.0,41.36
826,Jharkhand, 31-03-2019, M,13.58,9188910.0,40.89
827,Jharkhand, 30-04-2019, M,12.23,9570966.0,41.84
828,Jharkhand, 31-05-2019, M,9.92,9439796.0,40.12
829,Jharkhand, 30-06-2019, M,11.69,9646693.0,41.74
830,Jharkhand, 31-07-2019, M,11.53,9392979.0,40.47
831,Jharkhand, 31-08-2019, M,14.26,9350763.0,41.48
832,Jharkhand, 30-09-2019, M,10.31,10030750.0,42.45
833,Jharkhand, 31-10-2019, M,9.92,10221435.0,42.97
834,Jharkhand, 30-11-2019, M,10.57,9703914.0,41.0
835,Jharkhand, 31-12-2019, M,16.98,9163609.0,41.62
836,Jharkhand, 31-01-2020, M,10.61,10198029.0,42.92
837,Jharkhand, 29-02-2020, M,11.85,10425425.0,44.4
838,Jharkhand, 31-03-2020, M,8.23,9638115.0,39.34
839,Jharkhand, 30-04-2020, M,47.09,5335262.0,37.69
840,Jharkhand, 31-05-2020, M,59.23,4145385.0,37.92
841,Jharkhand, 30-06-2020, M,20.95,8622722.0,40.59
842,Jharkhand, 31-07-2020, M,7.63,9521900.0,38.27
843,Jharkhand, 31-08-2020, M,9.76,9331640.0,38.31
844,Jharkhand, 30-09-2020, M,9.28,9980378.0,40.67
845,Jharkhand, 31-10-2020, M,11.8,10302276.0,43.08
846,Jharkhand, 30-11-2020, M,9.54,9574705.0,38.96
847,Jharkhand, 31-12-2020, M,12.4,9652716.0,40.47
848,Jharkhand, 31-01-2021, M,11.31,10005873.0,41.34
